Scale,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units
Units,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes
2010,604043,,,,,,,2727,,,,361,,,,,842,,,,1493,,,,43254,,,,,,,,27963,,,,449051,,,,29142,,,,2659,,,,,29,,,,46522,,,
2011,452124,,,,,,,3641,,,,618,,,,,1403,,,,818,,,,49313,,,,,,,,28938,,,,314234,,,,16781,,,,2710,,,,,11,,,,33658,,,
2012,469649,,,,,,,3750,,,,348,,,,,900,,,,7649,,,,29586,,,,,,,,24753,,,,317524,,,,30513,,,,10559,,,,,,,,,44067,,,
2013,436153,,,,,,,4905,,,,274,,,,,1509,,,,4067,,,,14940,,,,,,,,35213,,,,306594,,,,32660,,,,2885,,,,,,,,,33107,,,
2014,559021,,,,,,,6467,,,,141,,,,,698,,,,12995,,,,20191,,,,,,,,35920,,,,379894,,,,70721,,,,5683,,,,,,,,,26310,,,
2015,906348,,,,,,,15982,,,,478,,,,,5525,,,,18750,,,,162964,,,,705,,,,42896,,,,399224,,,,174264,,,,6843,,,,,,,,,78718,,,
2016,945617,,,,,,,13724,,,,616,,,,,3413,,,,24687,,,,192505,,,,705,,,,44265,,,,397775,,,,170386,,,,4105,,,,,,,,,93436,,,
2017,1014052.934,,,121.37559,,114.1212495,7.254340524,12898.17798,6282,6300,316.1779815,799.2966106,202.6585293,314.792915,175.0791663,106.766,4278.721949,22.51873373,1342.315215,2913.888,23118.61,16423.77,1450,5244.84,258065.4494,56468.608,13986,187610.8414,455.813761,,123.6733327,332.1404283,52242,,,,402809.079,332422.6846,69130.3,1256.094417,101926.2812,33413.596,21493.752,47018.9332,16132.99099,2657.04,409.3190183,379.054,12687.57797,,,,,141205.138,55381.43124,34123.21717,51700.48958
2018,1156307.482,,,,,,,7400,,7400,,288.6019106,,288.6019106,,,3325,,845,2480,32453.5712,18419.4912,4426.4,9607.68,366081,53472,20250,292359,,,,,55345,,55345,,402704,313926,88778,,146918.4091,45793.40909,26000,75125,2788,2110,678,,,,,,,139003.9,46253.9,38500,54250
2019,1155730.281,0,,0,,,,9780.4268,4284.0044,5496.4224,,248.674,77.44,110.322,30.312,30.6,1686.751395,,343.2521951,1343.4992,21990.10818,11147.05297,5498.403372,5344.651835,334939.3058,150443.9096,36113.5762,148381.82,0,,,,47851.50555,13214.5897,34636.91585,,378890.97,292624.65,86266.32,,264999.5915,79655.33413,65991.7205,119352.5368,3721.899984,781.75,669.05,867.12,1403.979984,0,,,,91621.04828,35094.024,29186.53187,27340.49241
2020,1349723.012,,,,,,,17190.53973,7418.32173,9772.218,0,562.0131243,207.5416233,194.649606,82.61748133,77.20441372,3055.710614,,608.5334136,2447.1772,38279.32358,18378.24435,6411.15648,13489.92275,369330.3334,140543.274,27926.3294,,,,,,46828.4,15103.2,31725.2,,302831.6,219667.5,79547.4,3616.7,333010.9208,102000,70887.1938,160123.727,22008.37759,936,1268.042591,3000.785,16803.55,,,,,216625.7928,103055.2155,70066.80384,43503.77351
2021,1346145.681,0,0,0,0,0,0,13584.98863,5596.6624,7988.326228,0,258.9102039,0,199.0522251,0,59.8579788,616.1301465,0,616.1301465,0,22885.60387,11449.21099,3249.696272,8186.696609,39619.62649,22124.96897,7581.086193,9913.571326,0,0,0,0,1437.5,,1437.5,0,8868.75,4068.75,4800,0,66047.46149,17470.16823,23812.37548,24764.91778,6793.411432,910,804.0731907,313.4879315,4765.85031,0,0,0,0,127021.9701,56873.50805,38987.05155,31161.41045
2022,1409119.986,,,,,,,14037.429,6053.025,7984.404,,648.3682354,0,250.8774014,321.029692,76.46114205,4178.404714,,905.4495144,3272.9552,24758.38586,12283.00492,10113.39594,2361.985,339490.2092,156708.6366,82131.61575,100649.9568,,,,,46146.72,,46146.72,,370770.91,276278.72,67971.62,26520.57,357039.8929,112970.7619,126376.5188,117692.6123,22224.53193,1202.15,4306.863859,6337.499126,10378.01894,,,,,229825.1341,130805.9594,55799.91475,43219.26
